Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580000,,,,,,,,,,,,,,19000000,,
Afghanistan,AFG,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
Afghanistan,AFG,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.2,2.2,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,16.65699959,,,17.88076019,19.65283966,,26.37323952,32.70611954,,,17.89102936,18.57060051,,,,,,,,27.57517052,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.167199999,0.161200002,0.160840005,0.168740004,0.166950002,0.173899993,0.180629998,0.192279994,0.198829994,,,0.242229998,0.483579993,,0.469949991,0.476029992,0.530939996,,0.499659985,,,0.537060022,,0.361770004,0.432000011,0.474040002,,,,,,0,,0.54426,0.40582,0.54769,0.57323,0.5672,0.58602,0.60961,0.62581,0.66345,0.66925,0.65533,0.65402,0.64754,,0.64621,,
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.046056713,0.053588835,0.073720831,0.074160725,0.086173614,0.101284912,0.107398881,0.123409532,0.115142498,0.086509857,0.149651474,0.165208321,0.129995594,0.135366588,0.154503241,0.167612356,0.153557886,0.181522166,0.161894232,0.167066411,0.131782918,0.150614656,0.163103934,0.201224305,0.231961346,0.293956932,0.267771904,0.269229596,0.246823271,0.233882195,0.210643419,0.183363552,0.096196581,0.085087108,0.075806494,0.068639862,0.062434611,0.056642345,0.052763218,0.04072254,0.037234781,0.037846136,0.047377324,0.050481336,0.038410043,0.051743965,0.062427532,0.083892806,0.151720912,0.238398541,0.28998763,0.406424217,0.345148783,0.310341015,0.293946407,,,,,
Afghanistan,AFG,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046619964,0.047824337,0.037465601,0.047078291,0.055546868,0.0672351,0.119687231,0.158683326,0.173481027,0.249835882,0.194695173,0.171671357,0.163691341,,,,,
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,414.371,491.378,689.396,707.731,839.743,1008.425,1092.766,1283.45,1224.778,942.419,1672.152,1895.839,1532.806,1639.149,1917.841,2126.86,1987.514,2390.884,2159.863,2240.537,1760.16,1983.847,2101.191,2522.896,2830.924,3509.319,3142.619,3124.284,2867.594,2775.919,2614.571,2438.555,1393.46,1345.789,1294.451,1243.113,1177.107,1096.433,1041.428,821.408,773.737,817.741,1070.764,1195.442,949.753,1327.454,1650.15,2273.54,4206.049,6769.282,8463.436,12240.446,10755.311,10014.577,9809.225,,,,,
Afghanistan,AFG,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10202,10201.5,9170.59,9403.54,9987.93,10476.6,10535.6,10455.9,10380.1,10176.2,10376.6,10304.8,10259.8,9858.04,9054.65,8308.71,7415.09,7485.19,7920.27,7465.04,7627.58,7702.08,7385.53,7474.89,7666.93,7885.84,8611.68,9213.6,9700.17,10305.9,9384.18,8666.5,9929.43,10350.6,10521.4,10698.7,10869.9,11049.7,11224.4,11497.3,13493.3,13628.233,13763.166,,,,,,,
Afghanistan,AFG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,3042.2563,3006.1382,2530.158,2674.4041,2937.3182,3153.723,3265.633,3268.981,3272.918,3214.545,3275.026,3256.705,3327.323,3188.66,3062.1521,2862.5369,2516.9024,2677.1073,2772.0448,2771.307,2748.1965,2755.8938,2719.0131,2766.6508,2594.4272,2735.1424,2948.8068,3177.996,3332.996,3600.557,3316.566,3058.894,3374.66,3337.088,3352.371,3411.736,3426.12,3470.357,3497.234,3341.149,3356.556,3390.12156,3423.68712,,,,,,,
Afghanistan,AFG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-679.915897,-584.266024,-365.0309814,-295.7562842,-67.27859047,-887.2323948,-824.0528984,-357.9534546,-2135.118274,-1357.840067,-328.3212045,-321.667406,-450.7822333,-419.1037006,-454.1072595,-170.0989893,-18.96353271,-119.1234045,97.03265808,84.75115906,127.3044073,-124.9717371,-437.1668204,-546.3749996,-940.9859022,-1268.353754,-1340.816746,-1206.829524,-1352.338616,-1258.9021,-1595.865842,-1502.077331,-1851.18009,-1561.237636,-2074.233014,-2372.959595,-2700.589577,-2158.690068,-3399.841421,-4349.247749,-5386.930223,-5989.187246,-6528.831159,,,,,,,
Afghanistan,AFG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,
Albania,ALB,Population growth (annual %),SP.POP.GROW,3.015423059,3.120855371,3.056730503,2.953748762,2.880686426,2.754021238,2.63456388,2.630190345,2.84251071,2.896083388,2.550851178,2.422972017,2.494973107,2.362552224,2.297214176,2.30115381,2.208235255,2.213252179,2.075741895,1.98945702,2.047963861,2.002974306,2.113271783,2.120885334,2.103936618,2.055994609,1.933220811,1.997039956,1.886710529,2.687861989,1.799085593,-0.602809679,-0.606434726,-0.610165793,-0.613880507,-0.617703658,-0.621511399,-0.625430097,-0.629334393,-0.633352274,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1857338012,1897050133,2097326250,2080796250,2051236250,2253090000,2028553750,1099559028,652174990.8,1185315468,1880951520,2392764853,3199642580,2258515610,2545967253,3212119044,3480355189,3922099471,4348070165,5611492283,7184681399,8052075642,8896073938,10677321490,12881353985,12044223458,11926962835,12890867536,12319784701,12776277649,13228244336,11386927679,11861353752,13025064967,15102500898,
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,700,730,730,760,650,410,280,320,380,640,890,800,860,950,1100,1280,1370,1650,2100,2620,3050,3460,4030,4280,4360,4410,4360,4540,4540,4390,4320,4290,4860,
Albania,ALB,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.861273115,,,,,,,,,,4.861273115,,,,,,,,,,4.861273115,,,,,,,,,
Albania,ALB,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.532682634,,,,,,,,,,7.135686528,,,,,,,,,,7.070960686,,,,,,,,,
Albania,ALB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Urban population,SP.URB.TOTL,493982,513592,530766,547928,565248,582374,599300,616687,635924,656733,677801,698647,720649,742333,764166,786668,809052,832109,854618,876974,902120,927513,954645,982645,1011235,1040127,1068501,1098349,1127722,1167160,1197222,1198912,1209490,1219882,1230218,1240399,1250518,1260414,1270214,1279853,1289391,1298584,1327220,1354848,1381828,1407298,1430886,1452398,1473392,1495260,1519519,1546929,1575788,1603505,1630119,1654503,1680247,1706345,1728969,
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,5.39154054,3.893009665,3.289207022,3.182264531,3.112068144,2.984828013,2.864945444,2.859929437,3.071745751,3.219848385,3.157619134,3.029187299,3.100658737,2.964573466,2.89871135,2.902126121,2.805688761,2.810024998,2.669114362,2.582275994,2.82702035,2.775926165,2.883273307,2.890837193,2.867971958,2.817046493,2.691391059,2.755141155,2.639152558,3.437377879,2.543042545,0.141060582,0.87843043,0.85553496,0.84372567,0.82417126,0.812476342,0.788237295,0.774515179,0.755983737,0.742478629,0.710442618,2.181208904,2.060274182,1.971798937,1.826429357,1.662227897,1.49221507,1.435124211,1.473287913,1.609373264,1.787783785,1.848378936,1.74363937,1.646115996,1.484764333,1.54401448,1.541284964,1.317162104,
Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.269576993,,,,,,,,,,
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.460966543,,,,,,,,,,6.832713755,,,,,4.873605948,,,,,,,,,,,,
Albania,ALB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42627346,9.991532599,16.81511627,17.02322415,17.01082457,17.03987252,17.28796312,17.82779374,19.16035005,19.57349688,,,
Albania,ALB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,2,,,1.1,,,0.4,,,,1.1,,,,,,,
Albania,ALB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21,17.73609531,17.73609531,
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,,,,,,,,,,,,,95.3,87.7,80.8,74.5,68.6,63.4,58.7,54.6,51,47.9,45.1,42.7,40.7,38.9,37.4,35.9,34.5,33.2,31.7,30.3,28.8,27.4,25.9,24.5,23.1,21.8,20.5,19.2,17.9,16.7,15.5,14.4,13.3,12.3,11.4,10.7,10,9.6,9.3,9,8.8,
Albania,ALB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,17,,,,,6.6,,,,6.3,,,,,,,,,,
Albania,ALB,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,845.2,941.8,982.3,1023.3,1037.3,1318.6,1464.1,1553.7,1639.8,1646.1,1753.6,1768.7,1843,1934.5,2028.9,2445.1,2550.1,2620.2,2634.8,2364,2500.6,2715.2,3046,2966.3,2900.6,2990.3,2965.6,2875,2961.7,2794.4,2071.9,2158.6,2685,2460.9,2841.5,2450.9,2833.3,2872.1,2798.1,3175.1,3030.8,3291.9,3185.7,3466.3,3462.1,3602.6,3728.4,4081.2,4315.3,4761.8,4750.7,4883.8,4949.8,4892.6,4873.8,4716.4,4813,,
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Albania,ALB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.276,,,,,0.481,,,,,0.739,0.911,0.845,,,,,1.036,,,1.367,,,1.415,1.407,1.406,,,,1.403,1.374,1.47,1.65,1.425,,1.306,1.354,1.295,1.289,1.282,1.389,,1.305,,,,,1.146,,1.144,1.2379,1.2225,1.2658,1.2706,,,1.1998,,,
Albania,ALB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.161,,,,,,,,,,,,,4.03,,3.896,,,,4.568,,,3.5998,,,
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3.066661599,4.893212106,2.817722808,2.925485967,2.815939523,2.103151282,1.767893909,1.282642375,4.108776037,5.285434537,3.104825701,3.172710425,4.750177407,3.259768342,3.654851781,6.108981586,9.726426621,11.17062664,9.138103494,8.135268469,7.451384891,9.816243745,8.692975096,8.690477034,8.804977717,7.852228451,7.974727972,
Albania,ALB,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,,,,,,,664000000,28000000,19560000,134400000,19400000,178400000,,,,,
Albania,ALB,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308000000,,,,,,,,51300000,,,,284600000,,
Albania,ALB,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,,,,,,,,,,,,,,,,,
Albania,ALB,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
Albania,ALB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,,,,,,,,,,,,,
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.58609009,,,,96.58269,96.39394,,94.44817,93.4378,,,96.19241,92.39359,91.05149,88.83624,92.98266,98.67213,89.53918,100.9847,98.86159,99.88155,101.9837,101.5379,
